Transcript ID	Gene ID	Gene symbol	Gene description	Species ID	3P-seq tags	Representative transcript?
ENSMUST00000073507.2	ENSMUSG00000060049.2	Olfr235	olfactory receptor 235 [Source:MGI Symbol;Acc:MGI:3030069]	10090	5	1
ENSMUST00000073521.6	ENSMUSG00000031767.8	Nudt7	nudix (nucleoside diphosphate linked moiety X)-type motif 7 [Source:MGI Symbol;Acc:MGI:1914778]	10090	712	1
ENSMUST00000073527.7	ENSMUSG00000042581.9	Thsd7b	thrombospondin, type I, domain containing 7B [Source:MGI Symbol;Acc:MGI:2443925]	10090	13	1
ENSMUST00000073528.2	ENSMUSG00000063935.2	Zar1	zygote arrest 1 [Source:MGI Symbol;Acc:MGI:2180337]	10090	5	1
ENSMUST00000073532.4	ENSMUSG00000070617.2	Gm13089	predicted gene 13089 [Source:MGI Symbol;Acc:MGI:3649972]	10090	5	1
ENSMUST00000073534.3	ENSMUSG00000024220.8	Zfp523	zinc finger protein 523 [Source:MGI Symbol;Acc:MGI:2687278]	10090	108	1
ENSMUST00000073546.4	ENSMUSG00000058124.4	H2-M10.3	histocompatibility 2, M region locus 10.3 [Source:MGI Symbol;Acc:MGI:1276524]	10090	5	1
ENSMUST00000073554.3	ENSMUSG00000062329.3	Cytl1	cytokine-like 1 [Source:MGI Symbol;Acc:MGI:2684993]	10090	356	1
ENSMUST00000073570.6	ENSMUSG00000073423.4	Zfp414	zinc finger protein 414 [Source:MGI Symbol;Acc:MGI:1915641]	10090	25	1
ENSMUST00000073571.3	ENSMUSG00000059887.3	Olfr1507	olfactory receptor 1507 [Source:MGI Symbol;Acc:MGI:3031341]	10090	5	1
ENSMUST00000073572.5	ENSMUSG00000064068.8	Mtx1	metaxin 1 [Source:MGI Symbol;Acc:MGI:103025]	10090	504	1
ENSMUST00000073575.6	ENSMUSG00000002105.10	Slc39a13	solute carrier family 39 (metal ion transporter), member 13 [Source:MGI Symbol;Acc:MGI:1915677]	10090	173	1
ENSMUST00000073580.2	ENSMUSG00000059996.2	Olfr484	olfactory receptor 484 [Source:MGI Symbol;Acc:MGI:3030318]	10090	5	1
ENSMUST00000073600.3	ENSMUSG00000028967.5	Errfi1	ERBB receptor feedback inhibitor 1 [Source:MGI Symbol;Acc:MGI:1921405]	10090	13337	1
ENSMUST00000073601.3	ENSMUSG00000062201.3	Prl3d3	prolactin family 3, subfamily d, member 3 [Source:MGI Symbol;Acc:MGI:2660938]	10090	5	1
ENSMUST00000073612.3	ENSMUSG00000059460.3	Olfr286	olfactory receptor 286 [Source:MGI Symbol;Acc:MGI:3030120]	10090	5	1
ENSMUST00000073617.4	ENSMUSG00000020213.6	Glipr1l1	GLI pathogenesis-related 1 like 1 [Source:MGI Symbol;Acc:MGI:1916536]	10090	5	1
ENSMUST00000073618.6	ENSMUSG00000038528.9	BC021785	cDNA sequence BC021785 [Source:MGI Symbol;Acc:MGI:2446139]	10090	351	1
ENSMUST00000073636.2	ENSMUSG00000095286.1	Olfr117	olfactory receptor 117 [Source:MGI Symbol;Acc:MGI:2177500]	10090	5	1
ENSMUST00000073639.5	ENSMUSG00000089789.1	Rdh1	retinol dehydrogenase 1 (all trans) [Source:MGI Symbol;Acc:MGI:1195275]	10090	6	1
ENSMUST00000073642.6	ENSMUSG00000063252.6	Gm4744	predicted gene 4744 [Source:MGI Symbol;Acc:MGI:3643181]	10090	5	1
ENSMUST00000073663.2	ENSMUSG00000062527.2	Olfr1408	olfactory receptor 1408 [Source:MGI Symbol;Acc:MGI:3031242]	10090	5	1
ENSMUST00000073667.4	ENSMUSG00000058802.4	Olfr97	olfactory receptor 97 [Source:MGI Symbol;Acc:MGI:2177480]	10090	5	1
ENSMUST00000073671.2	ENSMUSG00000058820.2	Olfr146	olfactory receptor 146 [Source:MGI Symbol;Acc:MGI:2660711]	10090	5	1
ENSMUST00000073687.7	ENSMUSG00000021782.9	Dlg5	discs, large homolog 5 (Drosophila) [Source:MGI Symbol;Acc:MGI:1918478]	10090	1019	1
ENSMUST00000073705.6	ENSMUSG00000037750.11	Fam222b	family with sequence similarity 222, member B [Source:MGI Symbol;Acc:MGI:2384939]	10090	135	1
ENSMUST00000073713.6	ENSMUSG00000063713.6	Klk1b24	kallikrein 1-related peptidase b24 [Source:MGI Symbol;Acc:MGI:892021]	10090	5	1
ENSMUST00000073721.6	ENSMUSG00000095040.2	1700001J03Rik	RIKEN cDNA 1700001J03 gene [Source:MGI Symbol;Acc:MGI:1916532]	10090	12	1
ENSMUST00000073722.5	ENSMUSG00000060019.5	Gm10073	predicted pseudogene 10073 [Source:MGI Symbol;Acc:MGI:3641908]	10090	5	1
ENSMUST00000073724.5	ENSMUSG00000024193.7	Phf1	PHD finger protein 1 [Source:MGI Symbol;Acc:MGI:98647]	10090	479	1
ENSMUST00000073728.3	ENSMUSG00000063998.3	Vmn1r211	vomeronasal 1 receptor 211 [Source:MGI Symbol;Acc:MGI:2159685]	10090	5	1
ENSMUST00000073765.3	ENSMUSG00000063842.3	Olfr862	olfactory receptor 862 [Source:MGI Symbol;Acc:MGI:3030696]	10090	5	1
ENSMUST00000073772.4	ENSMUSG00000090175.1	Ugt1a9	UDP glucuronosyltransferase 1 family, polypeptide A9 [Source:MGI Symbol;Acc:MGI:3576092]	10090	13849	1
ENSMUST00000073781.6	ENSMUSG00000020185.11	E2f7	E2F transcription factor 7 [Source:MGI Symbol;Acc:MGI:1289147]	10090	271	1
ENSMUST00000073782.3	ENSMUSG00000060336.6	Zfp937	zinc finger protein 937 [Source:MGI Symbol;Acc:MGI:3644476]	10090	28	1
ENSMUST00000073783.5	ENSMUSG00000060002.9	Chpt1	choline phosphotransferase 1 [Source:MGI Symbol;Acc:MGI:2384841]	10090	6	0
ENSMUST00000073787.6	ENSMUSG00000028743.7	Akr7a5	aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase) [Source:MGI Symbol;Acc:MGI:107796]	10090	21176	1
ENSMUST00000073792.4	ENSMUSG00000034602.8	Mon2	MON2 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1914324]	10090	2395	1
ENSMUST00000073793.4	ENSMUSG00000052303.6	Mrgpra6	MAS-related GPR, member A6 [Source:MGI Symbol;Acc:MGI:3033107]	10090	5	0
ENSMUST00000073834.4	ENSMUSG00000060187.4	Lrrc10	leucine rich repeat containing 10 [Source:MGI Symbol;Acc:MGI:2448063]	10090	1545	1
ENSMUST00000073837.7	ENSMUSG00000009739.11	Pou6f1	POU domain, class 6, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102935]	10090	34	0
ENSMUST00000073853.2	ENSMUSG00000062278.2	Gm11562	predicted gene 11562 [Source:MGI Symbol;Acc:MGI:3652059]	10090	5	1
ENSMUST00000073857.5	ENSMUSG00000100133.1	Tgif2lx1	TGFB-induced factor homeobox 2-like, X-linked 1 [Source:MGI Symbol;Acc:MGI:2387796]	10090	5	1
ENSMUST00000073860.5	ENSMUSG00000060615.5	Ang4	angiogenin, ribonuclease A family, member 4 [Source:MGI Symbol;Acc:MGI:2656551]	10090	5	1
ENSMUST00000073870.5	ENSMUSG00000063821.5	Dupd1	dual specificity phosphatase and pro isomerase domain containing 1 [Source:MGI Symbol;Acc:MGI:3647127]	10090	176	1
ENSMUST00000073884.4	ENSMUSG00000062991.6	Nrg1	neuregulin 1 [Source:MGI Symbol;Acc:MGI:96083]	10090	189	1
ENSMUST00000073889.8	ENSMUSG00000039176.12	Polg	polymerase (DNA directed), gamma [Source:MGI Symbol;Acc:MGI:1196389]	10090	779	1
ENSMUST00000073890.3	ENSMUSG00000057723.3	Krt33b	keratin 33B [Source:MGI Symbol;Acc:MGI:1309991]	10090	5	1
ENSMUST00000073892.4	ENSMUSG00000036578.6	Fxyd7	FXYD domain-containing ion transport regulator 7 [Source:MGI Symbol;Acc:MGI:1889006]	10090	10	1
ENSMUST00000073895.3	ENSMUSG00000058856.3	Olfr952	olfactory receptor 952 [Source:MGI Symbol;Acc:MGI:3030786]	10090	5	1
ENSMUST00000073924.4	ENSMUSG00000020491.10	2810021J22Rik	RIKEN cDNA 2810021J22 gene [Source:MGI Symbol;Acc:MGI:1917194]	10090	129	1
ENSMUST00000073926.6	ENSMUSG00000061983.6	Rps12	ribosomal protein S12 [Source:MGI Symbol;Acc:MGI:98105]	10090	252	1
ENSMUST00000073932.3	ENSMUSG00000060254.5	Olfr980	olfactory receptor 980 [Source:MGI Symbol;Acc:MGI:3030814]	10090	0	1
ENSMUST00000073935.5	ENSMUSG00000046182.7	Gsg1l	GSG1-like [Source:MGI Symbol;Acc:MGI:2685483]	10090	46	1
ENSMUST00000073939.7	ENSMUSG00000006386.10	Tek	endothelial-specific receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:98664]	10090	2423	1
ENSMUST00000073942.6	ENSMUSG00000038085.8	Cnbd2	cyclic nucleotide binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1918123]	10090	5	0
ENSMUST00000073945.4	ENSMUSG00000066735.5	Vkorc1l1	vitamin K epoxide reductase complex, subunit 1-like 1 [Source:MGI Symbol;Acc:MGI:1916818]	10090	1759	1
ENSMUST00000073946.1	ENSMUSG00000063176.1	Olfr955	olfactory receptor 955 [Source:MGI Symbol;Acc:MGI:3030789]	10090	5	1
ENSMUST00000073949.3	ENSMUSG00000100200.1	1700012L04Rik	RIKEN cDNA 1700012L04 gene [Source:MGI Symbol;Acc:MGI:1923633]	10090	5	1
ENSMUST00000073957.6	ENSMUSG00000063531.6	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [Source:MGI Symbol;Acc:MGI:1340034]	10090	800	1
ENSMUST00000073961.6	ENSMUSG00000041836.9	Ptpre	protein tyrosine phosphatase, receptor type, E [Source:MGI Symbol;Acc:MGI:97813]	10090	946	1
ENSMUST00000073962.6	ENSMUSG00000062275.6	Fbxw24	F-box and WD-40 domain protein 24 [Source:MGI Symbol;Acc:MGI:3646659]	10090	5	1
ENSMUST00000073966.1	ENSMUSG00000057270.1	Olfr1501	olfactory receptor 1501 [Source:MGI Symbol;Acc:MGI:3031335]	10090	5	1
ENSMUST00000073967.3	ENSMUSG00000057513.3	Vmn1r177	vomeronasal 1 receptor 177 [Source:MGI Symbol;Acc:MGI:3033481]	10090	5	1
ENSMUST00000074002.6	ENSMUSG00000029577.8	Ube3b	ubiquitin protein ligase E3B [Source:MGI Symbol;Acc:MGI:1891295]	10090	1155	1
ENSMUST00000074015.5	ENSMUSG00000040037.8	Negr1	neuronal growth regulator 1 [Source:MGI Symbol;Acc:MGI:2444846]	10090	113	1
ENSMUST00000074018.3	ENSMUSG00000078672.2	Mup20	major urinary protein 20 [Source:MGI Symbol;Acc:MGI:3651981]	10090	10	1
ENSMUST00000074040.3	ENSMUSG00000060188.3	Cxcl17	chemokine (C-X-C motif) ligand 17 [Source:MGI Symbol;Acc:MGI:2387642]	10090	238	1
ENSMUST00000074043.5	ENSMUSG00000037465.9	Klf10	Kruppel-like factor 10 [Source:MGI Symbol;Acc:MGI:1101353]	10090	612	1
ENSMUST00000074051.5	ENSMUSG00000079015.2	Serpina1c	serine (or cysteine) peptidase inhibitor, clade A, member 1C [Source:MGI Symbol;Acc:MGI:891969]	10090	11364	1
ENSMUST00000074053.4	ENSMUSG00000061104.4	Gm10094	predicted gene 10094 [Source:MGI Symbol;Acc:MGI:3704317]	10090	5	1
ENSMUST00000074056.2	ENSMUSG00000061769.2	Klra6	killer cell lectin-like receptor, subfamily A, member 6 [Source:MGI Symbol;Acc:MGI:101902]	10090	5	1
ENSMUST00000074058.5	ENSMUSG00000024513.11	Mbd2	methyl-CpG binding domain protein 2 [Source:MGI Symbol;Acc:MGI:1333813]	10090	4576	1
ENSMUST00000074064.1	ENSMUSG00000095559.1	Olfr643	olfactory receptor 643 [Source:MGI Symbol;Acc:MGI:3030477]	10090	5	1
ENSMUST00000074067.2	ENSMUSG00000064140.2	Trim38	tripartite motif-containing 38 [Source:MGI Symbol;Acc:MGI:2684869]	10090	4	1
ENSMUST00000074072.3	ENSMUSG00000069117.3	Gm10260	predicted gene 10260 [Source:MGI Symbol;Acc:MGI:3642298]	10090	5	1
ENSMUST00000074077.6	ENSMUSG00000021835.9	Bmp4	bone morphogenetic protein 4 [Source:MGI Symbol;Acc:MGI:88180]	10090	42	1
ENSMUST00000074125.1	ENSMUSG00000094422.1	Olfr205	olfactory receptor 205 [Source:MGI Symbol;Acc:MGI:3030039]	10090	5	1
ENSMUST00000074127.8	ENSMUSG00000010025.13	Aldh3a2	aldehyde dehydrogenase family 3, subfamily A2 [Source:MGI Symbol;Acc:MGI:1353452]	10090	1374	1
ENSMUST00000074132.5	ENSMUSG00000074401.2	Vmn1r59	vomeronasal 1 receptor 59 [Source:MGI Symbol;Acc:MGI:3033479]	10090	5	1
ENSMUST00000074142.5	ENSMUSG00000057609.5	Lce1a1	late cornified envelope 1A1 [Source:MGI Symbol;Acc:MGI:1914377]	10090	5	1
ENSMUST00000074144.5	ENSMUSG00000026554.10	Dcaf8	DDB1 and CUL4 associated factor 8 [Source:MGI Symbol;Acc:MGI:91860]	10090	2677	1
ENSMUST00000074148.6	ENSMUSG00000059645.6	Gm7361	predicted gene 7361 [Source:MGI Symbol;Acc:MGI:3805965]	10090	5	1
ENSMUST00000074156.6	ENSMUSG00000026807.8	Ak8	adenylate kinase 8 [Source:MGI Symbol;Acc:MGI:1916120]	10090	17	1
ENSMUST00000074157.7	ENSMUSG00000025885.13	Myo5b	myosin VB [Source:MGI Symbol;Acc:MGI:106598]	10090	691	1
ENSMUST00000074161.1	ENSMUSG00000095804.1	Olfr824	olfactory receptor 824 [Source:MGI Symbol;Acc:MGI:3030658]	10090	5	1
ENSMUST00000074171.7	ENSMUSG00000062372.8	Otof	otoferlin [Source:MGI Symbol;Acc:MGI:1891247]	10090	10	1
ENSMUST00000074173.3	ENSMUSG00000049653.4	Spatc1	spermatogenesis and centriole associated 1 [Source:MGI Symbol;Acc:MGI:1921531]	10090	5	1
ENSMUST00000074177.2	ENSMUSG00000060974.2	Olfr530	olfactory receptor 530 [Source:MGI Symbol;Acc:MGI:3030364]	10090	5	1
ENSMUST00000074204.5	ENSMUSG00000019894.8	Slc6a15	solute carrier family 6 (neurotransmitter transporter), member 15 [Source:MGI Symbol;Acc:MGI:2143484]	10090	101	1
ENSMUST00000074208.4	ENSMUSG00000070283.3	Ndufaf3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 3 [Source:MGI Symbol;Acc:MGI:1913956]	10090	486	1
ENSMUST00000074211.1	ENSMUSG00000057424.1	Olfr934	olfactory receptor 934 [Source:MGI Symbol;Acc:MGI:3030768]	10090	5	1
ENSMUST00000074216.8	ENSMUSG00000008305.13	Tle1	transducin-like enhancer of split 1, homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104636]	10090	813	1
ENSMUST00000074230.5	ENSMUSG00000044626.7	Liph	lipase, member H [Source:MGI Symbol;Acc:MGI:2388029]	10090	203	1
ENSMUST00000074231.3	ENSMUSG00000073002.4	Vamp5	vesicle-associated membrane protein 5 [Source:MGI Symbol;Acc:MGI:1858622]	10090	2870	0
ENSMUST00000074232.6	ENSMUSG00000060967.6	Etd	embryonic testis differentiation [Source:MGI Symbol;Acc:MGI:1916751]	10090	5	1
ENSMUST00000074233.5	ENSMUSG00000030554.10	Synm	synemin, intermediate filament protein [Source:MGI Symbol;Acc:MGI:2661187]	10090	1966	1
ENSMUST00000074240.3	ENSMUSG00000036186.5	Fam69b	family with sequence similarity 69, member B [Source:MGI Symbol;Acc:MGI:1927576]	10090	399	1
ENSMUST00000074249.6	ENSMUSG00000078580.3	E430018J23Rik	RIKEN cDNA E430018J23 gene [Source:MGI Symbol;Acc:MGI:2141981]	10090	60	1
ENSMUST00000074259.9	ENSMUSG00000059791.9	Nrm	nurim (nuclear envelope membrane protein) [Source:MGI Symbol;Acc:MGI:2146855]	10090	32	1
ENSMUST00000074262.3	ENSMUSG00000059588.8	Calcrl	calcitonin receptor-like [Source:MGI Symbol;Acc:MGI:1926944]	10090	2526	1
ENSMUST00000074267.3	ENSMUSG00000061477.3	Rps7	ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1333818]	10090	155	1
ENSMUST00000074272.1	ENSMUSG00000057461.1	Olfr591	olfactory receptor 591 [Source:MGI Symbol;Acc:MGI:3030425]	10090	5	1
ENSMUST00000074298.7	ENSMUSG00000024485.10	Slc4a9	solute carrier family 4, sodium bicarbonate cotransporter, member 9 [Source:MGI Symbol;Acc:MGI:2443384]	10090	10	1
ENSMUST00000074301.4	ENSMUSG00000055027.12	Smyd1	SET and MYND domain containing 1 [Source:MGI Symbol;Acc:MGI:104790]	10090	4787	1
ENSMUST00000074308.2	ENSMUSG00000058071.2	Olfr818	olfactory receptor 818 [Source:MGI Symbol;Acc:MGI:3030652]	10090	5	1
ENSMUST00000074309.3	ENSMUSG00000099705.1	Olfr318	olfactory receptor 318 [Source:MGI Symbol;Acc:MGI:3030152]	10090	0	1
ENSMUST00000074343.5	ENSMUSG00000060070.5	Defa26	defensin, alpha, 26 [Source:MGI Symbol;Acc:MGI:3630390]	10090	5	1
ENSMUST00000074359.2	ENSMUSG00000066512.2	Klk1b5	kallikrein 1-related peptidase b5 [Source:MGI Symbol;Acc:MGI:892020]	10090	10	1
ENSMUST00000074369.6	ENSMUSG00000069208.5	Zfp825	zinc finger protein 825 [Source:MGI Symbol;Acc:MGI:2385315]	10090	3	1
ENSMUST00000074370.4	ENSMUSG00000024182.11	Axin1	axin 1 [Source:MGI Symbol;Acc:MGI:1096327]	10090	10	1
ENSMUST00000074371.6	ENSMUSG00000024975.7	Pdcd4	programmed cell death 4 [Source:MGI Symbol;Acc:MGI:107490]	10090	3059	1
ENSMUST00000074372.5	ENSMUSG00000001504.10	Irx2	Iroquois related homeobox 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1197526]	10090	378	1
ENSMUST00000074380.8	ENSMUSG00000062154.8	Tex33	testis expressed 33 [Source:MGI Symbol;Acc:MGI:1920626]	10090	5	1
ENSMUST00000074381.5	ENSMUSG00000091012.1	Vmn1r34	vomeronasal 1 receptor 34 [Source:MGI Symbol;Acc:MGI:3644800]	10090	5	1
ENSMUST00000074408.6	ENSMUSG00000062157.6	Ifnlr1	interferon lambda receptor 1 [Source:MGI Symbol;Acc:MGI:2429859]	10090	103	1
ENSMUST00000074416.4	ENSMUSG00000041669.10	Prima1	proline rich membrane anchor 1 [Source:MGI Symbol;Acc:MGI:1926097]	10090	60	1
ENSMUST00000074425.7	ENSMUSG00000034210.8	Efcab14	EF-hand calcium binding domain 14 [Source:MGI Symbol;Acc:MGI:2442397]	10090	780	1
ENSMUST00000074449.5	ENSMUSG00000078664.1	Sprr2a1	small proline-rich protein 2A1 [Source:MGI Symbol;Acc:MGI:1330350]	10090	5	1
ENSMUST00000074455.7	ENSMUSG00000066838.6	Zfp772	zinc finger protein 772 [Source:MGI Symbol;Acc:MGI:2385265]	10090	51	1
ENSMUST00000074465.3	ENSMUSG00000032204.8	Aqp9	aquaporin 9 [Source:MGI Symbol;Acc:MGI:1891066]	10090	92	1
ENSMUST00000074466.5	ENSMUSG00000060559.5	Gm10083	predicted gene 10083 [Source:MGI Symbol;Acc:MGI:3642418]	10090	11	1
ENSMUST00000074477.6	ENSMUSG00000062148.6	Ear6	eosinophil-associated, ribonuclease A family, member 6 [Source:MGI Symbol;Acc:MGI:1890463]	10090	5	1
ENSMUST00000074501.6	ENSMUSG00000033419.10	Snap91	synaptosomal-associated protein 91 [Source:MGI Symbol;Acc:MGI:109132]	10090	20	1
ENSMUST00000074510.3	ENSMUSG00000042496.12	Prdm10	PR domain containing 10 [Source:MGI Symbol;Acc:MGI:2682952]	10090	33	0
ENSMUST00000074515.5	ENSMUSG00000020696.13	Rffl	ring finger and FYVE like domain containing protein [Source:MGI Symbol;Acc:MGI:1914588]	10090	625	1
ENSMUST00000074519.7	ENSMUSG00000038393.9	Txnip	thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]	10090	973	1
ENSMUST00000074523.7	ENSMUSG00000022044.9	Stmn4	stathmin-like 4 [Source:MGI Symbol;Acc:MGI:1931224]	10090	74	0
ENSMUST00000074525.4	ENSMUSG00000056870.4	Gulp1	GULP, engulfment adaptor PTB domain containing 1 [Source:MGI Symbol;Acc:MGI:1920407]	10090	163	0
ENSMUST00000074541.5	ENSMUSG00000063568.6	Jazf1	JAZF zinc finger 1 [Source:MGI Symbol;Acc:MGI:2141450]	10090	199	1
ENSMUST00000074550.1	ENSMUSG00000093808.1	Olfr490	olfactory receptor 490 [Source:MGI Symbol;Acc:MGI:3030324]	10090	5	1
ENSMUST00000074555.6	ENSMUSG00000060017.6	Olfr121	olfactory receptor 121 [Source:MGI Symbol;Acc:MGI:2177504]	10090	5	1
ENSMUST00000074556.5	ENSMUSG00000060032.5	H2afj	H2A histone family, member J [Source:MGI Symbol;Acc:MGI:3606192]	10090	4553	1
ENSMUST00000074557.9	ENSMUSG00000060586.10	H2-Eb1	histocompatibility 2, class II antigen E beta [Source:MGI Symbol;Acc:MGI:95901]	10090	3004	1
ENSMUST00000074572.6	ENSMUSG00000057135.7	Scimp	SLP adaptor and CSK interacting membrane protein [Source:MGI Symbol;Acc:MGI:3610314]	10090	11	1
ENSMUST00000074574.7	ENSMUSG00000043592.10	Unc5cl	unc-5 homolog C (C. elegans)-like [Source:MGI Symbol;Acc:MGI:1923839]	10090	5	1
ENSMUST00000074575.7	ENSMUSG00000063511.8	Snrnp70	small nuclear ribonucleoprotein 70 (U1) [Source:MGI Symbol;Acc:MGI:98341]	10090	5577	1
ENSMUST00000074606.5	ENSMUSG00000060703.7	Cd302	CD302 antigen [Source:MGI Symbol;Acc:MGI:1913455]	10090	811	1
ENSMUST00000074608.3	ENSMUSG00000061633.3	1700029P11Rik	RIKEN cDNA 1700029P11 gene [Source:MGI Symbol;Acc:MGI:1913596]	10090	5	1
ENSMUST00000074611.2	ENSMUSG00000060583.2	Olfr881	olfactory receptor 881 [Source:MGI Symbol;Acc:MGI:3030715]	10090	5	1
ENSMUST00000074613.3	ENSMUSG00000060923.5	Acyp2	acylphosphatase 2, muscle type [Source:MGI Symbol;Acc:MGI:1922822]	10090	705	1
ENSMUST00000074615.6	ENSMUSG00000096486.1	Gm5426	predicted pseudogene 5426 [Source:MGI Symbol;Acc:MGI:3646788]	10090	110	1
ENSMUST00000074616.5	ENSMUSG00000032621.7	Srek1	splicing regulatory glutamine/lysine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2145245]	10090	641	1
ENSMUST00000074618.4	ENSMUSG00000027544.11	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]	10090	31	0
ENSMUST00000074628.7	ENSMUSG00000034341.12	Wbp2	WW domain binding protein 2 [Source:MGI Symbol;Acc:MGI:104709]	10090	136	1
ENSMUST00000074637.2	ENSMUSG00000062400.2	Krtap6-5	keratin associated protein 6-5 [Source:MGI Symbol;Acc:MGI:1915734]	10090	6	1
ENSMUST00000074651.5	ENSMUSG00000052783.11	Grk4	G protein-coupled receptor kinase 4 [Source:MGI Symbol;Acc:MGI:95801]	10090	25	0
ENSMUST00000074653.4	ENSMUSG00000047466.9	8030462N17Rik	RIKEN cDNA 8030462N17 gene [Source:MGI Symbol;Acc:MGI:2444951]	10090	353	1
ENSMUST00000074660.6	ENSMUSG00000031283.10	Chrdl1	chordin-like 1 [Source:MGI Symbol;Acc:MGI:1933172]	10090	489	1
ENSMUST00000074667.3	ENSMUSG00000062327.5	T	brachyury [Source:MGI Symbol;Acc:MGI:98472]	10090	41	1
ENSMUST00000074669.4	ENSMUSG00000020358.12	Hnrnpab	heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294]	10090	3776	1
ENSMUST00000074671.6	ENSMUSG00000056978.6	Hamp2	hepcidin antimicrobial peptide 2 [Source:MGI Symbol;Acc:MGI:2153530]	10090	33	1
ENSMUST00000074674.3	ENSMUSG00000059069.3	Olfr749	olfactory receptor 749 [Source:MGI Symbol;Acc:MGI:3030583]	10090	5	1
ENSMUST00000074694.5	ENSMUSG00000057614.5	Gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting 1 [Source:MGI Symbol;Acc:MGI:95771]	10090	101	1
ENSMUST00000074700.3	ENSMUSG00000078688.6	Mup2	major urinary protein 2 [Source:MGI Symbol;Acc:MGI:97234]	10090	5	1
ENSMUST00000074713.2	ENSMUSG00000093866.1	Olfr802	olfactory receptor 802 [Source:MGI Symbol;Acc:MGI:3030636]	10090	5	1
ENSMUST00000074729.5	ENSMUSG00000034731.9	Dgkh	diacylglycerol kinase, eta [Source:MGI Symbol;Acc:MGI:2444188]	10090	45	1
ENSMUST00000074730.2	ENSMUSG00000056946.2	Olfr512	olfactory receptor 512 [Source:MGI Symbol;Acc:MGI:3030346]	10090	5	1
ENSMUST00000074733.7	ENSMUSG00000058013.8	Sept11	septin 11 [Source:MGI Symbol;Acc:MGI:1277214]	10090	4345	1
ENSMUST00000074739.2	ENSMUSG00000056822.2	Olfr166	olfactory receptor 166 [Source:MGI Symbol;Acc:MGI:3030000]	10090	5	1
ENSMUST00000074740.2	ENSMUSG00000061039.3	Olfr920	olfactory receptor 920 [Source:MGI Symbol;Acc:MGI:3030754]	10090	12	1
ENSMUST00000074752.3	ENSMUSG00000063021.3	Hist1h2ak	histone cluster 1, H2ak [Source:MGI Symbol;Acc:MGI:2448297]	10090	0	1
ENSMUST00000074761.4	ENSMUSG00000063611.4	Gm10134	predicted gene 10134 [Source:MGI Symbol;Acc:MGI:3642322]	10090	0	1
ENSMUST00000074783.6	ENSMUSG00000066842.13	Hmcn1	hemicentin 1 [Source:MGI Symbol;Acc:MGI:2685047]	10090	49	1
ENSMUST00000074792.6	ENSMUSG00000059183.7	Mtfmt	mitochondrial methionyl-tRNA formyltransferase [Source:MGI Symbol;Acc:MGI:1916856]	10090	19	1
ENSMUST00000074805.6	ENSMUSG00000056888.6	Glipr1	GLI pathogenesis-related 1 (glioma) [Source:MGI Symbol;Acc:MGI:1920940]	10090	17	1
ENSMUST00000074806.6	ENSMUSG00000091705.3	H2-Q2	histocompatibility 2, Q region locus 2 [Source:MGI Symbol;Acc:MGI:95931]	10090	5	1
ENSMUST00000074807.6	ENSMUSG00000020105.8	Lrig3	leucine-rich repeats and immunoglobulin-like domains 3 [Source:MGI Symbol;Acc:MGI:2443955]	10090	164	1
ENSMUST00000074813.6	ENSMUSG00000069476.8	Zfp616	zinc finger protein 616 [Source:MGI Symbol;Acc:MGI:3650906]	10090	5	1
ENSMUST00000074829.2	ENSMUSG00000062545.3	Tlr12	toll-like receptor 12 [Source:MGI Symbol;Acc:MGI:3045221]	10090	20	1
ENSMUST00000074839.6	ENSMUSG00000072596.4	Ear2	eosinophil-associated, ribonuclease A family, member 2 [Source:MGI Symbol;Acc:MGI:108020]	10090	5	1
ENSMUST00000074840.6	ENSMUSG00000045302.8	Preb	prolactin regulatory element binding [Source:MGI Symbol;Acc:MGI:1355326]	10090	478	0
ENSMUST00000074846.8	ENSMUSG00000029657.10	Hsph1	heat shock 105kDa/110kDa protein 1 [Source:MGI Symbol;Acc:MGI:105053]	10090	9289	1
ENSMUST00000074856.7	ENSMUSG00000031511.9	Arhgef7	Rho guanine nucleotide exchange factor (GEF7) [Source:MGI Symbol;Acc:MGI:1860493]	10090	528	1
ENSMUST00000074859.2	ENSMUSG00000058904.2	Olfr1413	olfactory receptor 1413 [Source:MGI Symbol;Acc:MGI:3031247]	10090	5	1
